0,1.200547218322754
19,0.9066181182861328
39,0.9099347591400146
59,0.8426609039306641
79,0.8620049953460693
99,0.8462569713592529
119,0.8457920551300049
139,0.8736088275909424
159,1.1177678108215332
179,1.1817269325256348
199,1.1153380870819092
219,1.0922937393188477
239,1.1687321662902832
259,1.126842975616455
279,1.0906500816345215
299,1.0756077766418457
319,1.0877089500427246
339,1.1328840255737305
359,1.111097812652588
379,1.083130121231079
399,1.0871021747589111
419,1.0941638946533203
439,1.1325819492340088
459,1.0696768760681152
479,1.0905952453613281
499,1.075829029083252
500,4.516895771026611
